ID,1st Choice,2nd Choice,3rd Choice,4th Choice,5th Choice,6th Choice,7th Choice,8th Choice,9th Choice,10th Choice,11th Choice,12th Choice,13th Choice,14th Choice,15th Choice,16th Choice,17th Choice,18th Choice,19th Choice ,20th Choice
000302-00-1296,C16,C04,C13,C02,C19,C15,C17,C03,C05,,,,,,,,,,,
000302-00-1299,C15,C16,,,,,,,,,,,,,,,,,,
000302-00-1300,C09,C02,C12,C16,C20,,,,,,,,,,,,,,,
000302-00-1304,C01,C02,,,,,,,,,,,,,,,,,,
000302-00-1307,C13,C15,C16,C04,,,,,,,,,,,,,,,,
000302-00-1310,C20,C18,C15,,,,,,,,,,,,,,,,,
000302-00-1313,C17,C16,C19,,,,,,,,,,,,,,,,,
000302-00-1317,C17,C09,C14,C02,C05,C13,C20,C19,C16,C07,,,,,,,,,,
000302-00-1319,C18,C06,C20,C16,C13,overvote,C02,C10,,,,,,,,,,,,
000302-00-1323,C20,C06,C18,,,,,,,,,,,,,,,,,
000302-00-1326,C16,,,,,,,,,,,,,,,,,,,
000302-00-1328,C06,C15,C20,C01,,,,,,,,,,,,,,,,
000302-00-1330,,,,,,,,,,,,,,,,,,,,
000302-00-1335,C16,C13,C01,C15,C02,C10,C03,C04,,,,,,,,,,,,
000302-00-1338,C18,C06,C11,C20,,,,,,,,,,,,,,,,
000302-00-1339,C18,C06,C11,C20,,,,,,,,,,,,,,,,
000302-00-1342,C06,C18,,,,,,,,,,,,,,,,,,
000302-00-1346,C01,C13,,,,,,,,,,,,,,,,,,
000302-00-1348,overvote,,,,,,,,,,,,,,,,,,,
000302-00-1351,C17,C09,C01,,,,,,,,,,,,,,,,,
000302-00-1356,C13,C01,,,,,,,,,,,,,,,,,,
000302-00-1357,C06,C20,C18,,,,,,,,,,,,,,,,,
000302-00-1360,C03,,,,,,,,,,,,,,,,,,,
000302-00-1363,C03,C17,,,,,,,,,,,,,,,,,,
000302-00-1367,C20,,,,,,,,,,,,,,,,,,,
000302-00-1369,C06,C20,C15,,,,,,,,,,,,,,,,,
000302-00-1374,C13,C04,C06,C02,C01,C20,C16,,,,,,,,,,,,,
000302-00-1376,C02,C01,C04,C03,C15,,,,,,,,,,,,,,,
000302-00-1378,C03,C02,C16,C19,C01,C13,C10,,,,,,,,,,,,,
000302-00-1382,C02,C03,C01,C04,C13,C16,C15,,,,,,,,,,,,,
000302-00-1385,C16,C04,C17,C15,,,,,,,,,,,,,,,,
000302-00-1387,C04,C20,,,,,,,,,,,,,,,,,,
000302-00-1391,C01,C09,C04,,,,,,,,,,,,,,,,,
000302-00-1395,C01,C09,C15,C16,C02,C04,,,,,,,,,,,,,,
000302-00-1398,C13,C09,C03,C01,C02,C16,C12,C10,C17,C18,,,,,,,,,,
000302-00-1401,C16,C15,C10,C14,C18,C01,C02,C11,C17,C04,,,,,,,,,,
000302-00-1403,C13,C09,C03,C01,C02,C17,C12,C16,,,,,,,,,,,,
000302-00-1407,C20,C12,C13,C18,,,,,,,,,,,,,,,,
000302-00-1408,C13,C06,C02,C20,C04,C15,C01,C09,C03,,,,,,,,,,,
000302-00-1412,C15,C16,C10,,,,,,,,,,,,,,,,,
000302-00-1414,C15,C16,C10,,,,,,,,,,,,,,,,,
000302-00-1418,C09,C14,,,,,,,,,,,,,,,,,,
000302-00-1421,C04,C13,C02,C01,C06,C09,C15,C18,C20,C03,C12,C14,C11,C10,C08,C07,C05,C19,C16,C17
000302-00-1423,C03,,,,,,,,,,,,,,,,,,,
000302-00-1428,C09,C14,,,,,,,,,,,,,,,,,,
000302-00-1430,C17,C20,C02,C06,C19,C10,C09,C12,C08,C16,C15,C13,,,,,,,,
000302-00-1432,C20,C06,C18,,,,,,,,,,,,,,,,,
000302-00-1435,C12,C06,C04,,,,,,,,,,,,,,,,,
000302-00-1440,C02,C13,C06,C01,C11,C18,C20,C04,,,,,,,,,,,,
000302-00-1443,C04,C15,C06,C19,C14,C08,C07,,,,,,,,,,,,,
000302-00-1445,C01,,,,,,,,,,,,,,,,,,,
000302-00-1447,C04,C14,C03,C16,C19,C05,C07,C11,C08,,,,,,,,,,,
000302-00-1451,C10,C11,C14,C17,C19,C01,C03,C05,C07,C08,C09,,,,,,,,,
000302-00-1454,C20,C12,C17,,,,,,,,,,,,,,,,,
000302-00-1456,C16,C17,C15,,,,,,,,,,,,,,,,,
000302-00-1459,C16,C15,C17,C04,,,,,,,,,,,,,,,,
000302-00-1463,overvote,,,,,,,,,,,,,,,,,,,
000302-00-1467,C20,C06,C18,,,,,,,,,,,,,,,,,
000302-00-1469,C16,C20,C02,C13,C10,C09,C03,C17,C14,C07,C08,C18,C05,C11,C12,C15,C19,C01,C06,C04
000302-00-1473,C06,C20,C02,C17,,,,,,,,,,,,,,,,
000302-00-1474,C16,C15,C01,C04,C17,C02,,,,,,,,,,,,,,
000302-00-1479,C20,C01,C13,C16,C05,C15,C04,C10,C19,C17,C02,C11,C07,C08,C03,C14,C09,C12,C06,C18
000302-00-1481,C10,C02,C03,C18,C06,,,,,,,,,,,,,,,
000302-00-1484,C15,,,,,,,,,,,,,,,,,,,
000302-00-1486,C06,C20,C04,C15,,,,,,,,,,,,,,,,
000302-00-1490,C03,,,,,,,,,,,,,,,,,,,
000302-00-1493,C15,C16,C18,C20,C02,C06,C04,C13,C12,,,,,,,,,,,
000302-00-1494,,,,,,,,,,,,,,,,,,,,
000302-00-1497,C20,C18,C06,,,,,,,,,,,,,,,,,
000302-00-1502,,,,,,,,,,,,,,,,,,,,
000302-00-1505,,,,,,,,,,,,,,,,,,,,
000302-00-1508,C16,C15,C20,C05,C10,C04,C18,C17,C02,C06,,,,,,,,,,
000302-00-1511,C06,C04,C15,C18,C16,C20,C02,C12,C13,C10,C09,C08,C14,C07,C11,C05,C01,C19,C17,C03
000302-00-1512,C13,C14,C16,C04,C02,,,,,,,,,,,,,,,
000302-00-1516,C09,C14,C01,C10,C18,C19,C06,C20,C04,,,,,,,,,,,
000302-00-1519,C02,C15,C16,C03,C10,C13,C01,C20,C17,,,,,,,,,,,
000302-00-1523,C15,C17,C04,,,,,,,,,,,,,,,,,
000302-00-1524,C09,C02,C13,C04,C19,C16,C03,C10,,,,,,,,,,,,
000302-00-1527,C04,C01,C03,C06,C13,C19,,,,,,,,,,,,,,
000302-00-1531,C06,C12,C20,C15,C01,,,,,,,,,,,,,,,
000302-00-1535,C06,C15,C16,C19,,,,,,,,,,,,,,,,
000302-00-1538,C06,C20,C12,C18,,,,,,,,,,,,,,,,
000303-00-0003,C16,C04,C02,,,,,,,,,,,,,,,,,
000303-00-0006,C09,C11,C20,C01,,,,,,,,,,,,,,,,
000303-00-0007,C15,C16,C18,C06,C12,,,,,,,,,,,,,,,
000303-00-0012,C10,,,,,,,,,,,,,,,,,,,
000303-00-0014,C06,C20,C18,C12,,,,,,,,,,,,,,,,
000303-00-0015,C03,C18,C06,C15,C12,C13,C02,C04,C20,C10,C14,C11,C16,C19,C01,C05,C07,C08,C09,WI0
000303-00-0015,C20,C18,C06,C12,,,,,,,,,,,,,,,,
000303-00-0016,C03,WI0,,,,,,,,,,,,,,,,,,
000303-00-0017,C12,C14,C10,C15,C07,C16,C17,C19,C18,C20,C03,C02,C01,C04,C05,WI0,C09,,,
000303-00-0018,C02,C04,C09,C15,C16,C18,,,,,,,,,,,,,,
000303-00-0018,C03,WI0,C15,C06,C16,,,,,,,,,,,,,,,
000303-00-0019,C20,C18,C15,C04,C16,WI0,C02,C13,C01,C11,,,,,,,,,,
000303-00-0020,C15,WI0,C06,,,,,,,,,,,,,,,,,
000303-00-0021,WI0,C14,C05,C13,C12,,,,,,,,,,,,,,,
000303-00-0022,WI0,,,,,,,,,,,,,,,,,,,
000303-00-0022,C03,,,,,,,,,,,,,,,,,,,
000303-00-0024,C18,C20,C06,C11,C08,C12,C03,C14,C10,,,,,,,,,,,
000303-00-0024,C03,,,,,,,,,,,,,,,,,,,
000303-00-0029,C03,,,,,,,,,,,,,,,,,,,
000303-00-0031,C15,C13,C01,,,,,,,,,,,,,,,,,
000303-00-0033,C17,C07,C08,C09,C10,C11,C14,,,,,,,,,,,,,
000303-00-0037,C15,C01,C06,C16,C04,C02,C13,C12,C18,,,,,,,,,,,
000303-00-0041,overvote,overvote,,,,,,,,,,,,,,,,,,
000303-00-0043,C04,C16,C15,C20,C06,C02,C18,,,,,,,,,,,,,
000303-00-0046,C20,C03,C11,C09,C08,C07,C05,,,,,,,,,,,,,
000303-00-0048,overvote,,,,,,,,,,,,,,,,,,,
000303-00-0051,C04,C20,C02,C06,C16,C18,,,,,,,,,,,,,,
000303-00-0055,C04,C16,C15,C02,C01,C10,,,,,,,,,,,,,,
000303-00-0057,C17,C19,C16,C01,C13,,,,,,,,,,,,,,,
000303-00-0062,C17,C03,,,,,,,,,,,,,,,,,,
000303-00-0064,C06,C18,C20,C02,C12,C10,C03,C01,C09,C13,C14,C04,C05,C07,C08,,,,,
000303-00-0067,C06,C12,C18,C20,C10,C13,C09,,,,,,,,,,,,,
000303-00-0070,C12,C13,,,,,,,,,,,,,,,,,,
000303-00-0072,C09,C02,C13,C14,C03,C16,,,,,,,,,,,,,,
000303-00-0075,C06,C18,C20,C02,C12,C10,C03,C01,C09,C13,C14,C04,C05,C07,C08,,,,,
000303-00-0080,C13,C04,,,,,,,,,,,,,,,,,,
000303-00-0081,C04,C15,C13,,,,,,,,,,,,,,,,,
000303-00-0086,C01,C02,C18,C04,C06,C10,,,,,,,,,,,,,,
000303-00-0088,C03,C04,C16,C18,,,,,,,,,,,,,,,,
000303-00-0092,C13,C02,C03,C17,C16,C11,C04,,,,,,,,,,,,,
000303-00-0094,C03,C15,C06,C05,C16,C17,C18,C04,C09,,,,,,,,,,,
000303-00-0096,C13,,,,,,,,,,,,,,,,,,,
000303-00-0100,C10,C12,C18,C14,C20,C06,,,,,,,,,,,,,,
000303-00-0103,C15,C04,C18,C02,C17,C19,C13,,,,,,,,,,,,,
000303-00-0105,C10,C12,C18,C14,C20,C06,C02,C01,,,,,,,,,,,,
000303-00-0110,C20,C17,C08,,,,,,,,,,,,,,,,,
000303-00-0112,C04,C16,C13,C15,C02,C09,C10,C17,,,,,,,,,,,,
000303-00-0115,C15,C16,C04,C06,C03,C13,C12,C20,C18,C08,C10,C07,C05,C02,C19,C17,C09,C11,C01,
000303-00-0117,C16,C17,C04,C19,,,,,,,,,,,,,,,,
000303-00-0121,C16,C17,C04,C19,,,,,,,,,,,,,,,,
000303-00-0124,C03,C15,C16,,,,,,,,,,,,,,,,,
000303-00-0127,C15,,,,,,,,,,,,,,,,,,,
000303-00-0131,C01,C12,C06,C18,C15,,,,,,,,,,,,,,,
000303-00-0132,C04,C16,C13,C09,C15,C01,C14,C02,,,,,,,,,,,,
000303-00-0137,C17,C11,C03,C14,C09,C15,C19,C02,C01,C04,,,,,,,,,,
000303-00-0139,C15,C20,C06,C16,C18,C13,C02,C04,C03,C10,C14,,,,,,,,,
000303-00-0143,C04,C16,C09,C13,C15,C05,,,,,,,,,,,,,,
000303-00-0144,C02,C04,C18,C16,C06,,,,,,,,,,,,,,,
000303-00-0149,C13,,,,,,,,,,,,,,,,,,,
000303-00-0150,C14,C05,C17,C04,C16,C19,,,,,,,,,,,,,,
000303-00-0153,C15,C04,,,,,,,,,,,,,,,,,,
000303-00-0157,C18,C02,C15,C20,C04,C06,C12,C16,C13,,,,,,,,,,,
000303-00-0161,C14,C04,C16,C17,C02,C19,C10,,,,,,,,,,,,,
000303-00-0162,C03,C01,C16,C04,C02,C18,,,,,,,,,,,,,,
000303-00-0166,C03,C16,C15,C17,,,,,,,,,,,,,,,,
000303-00-0170,C16,C04,C02,C15,,,,,,,,,,,,,,,,
000303-00-0172,C18,C04,C15,C06,,,,,,,,,,,,,,,,
000303-00-0176,C16,C04,C17,C02,C13,C09,,,,,,,,,,,,,,
000303-00-0178,C15,C09,C05,C04,C02,C01,C06,C16,C19,C03,C10,C20,C12,C13,C18,C08,C11,C14,C17,
000303-00-0182,C04,C01,C11,C12,C02,C05,C07,C10,C08,C14,C13,C03,C15,C17,C20,C16,C09,C19,C18,
000303-00-0184,C16,,,,,,,,,,,,,,,,,,,
000303-00-0186,C18,C20,C06,C12,,,,,,,,,,,,,,,,
000303-00-0189,C16,C01,C04,C02,C15,C13,,,,,,,,,,,,,,
000303-00-0194,C14,C16,C04,C15,C02,,,,,,,,,,,,,,,
000303-00-0196,C10,C15,C01,,,,,,,,,,,,,,,,,
000303-00-0198,C15,C12,C16,C18,C20,C02,C04,C06,C07,C14,C13,,,,,,,,,
000303-00-0203,C15,C12,C16,C18,C20,C02,C04,C06,C07,C14,C13,,,,,,,,,
000303-00-0206,C16,C02,C15,C18,C04,,,,,,,,,,,,,,,
000303-00-0207,C10,C01,C15,,,,,,,,,,,,,,,,,
000303-00-0211,C15,C16,C18,C04,C02,,,,,,,,,,,,,,,
000303-00-0213,C16,C02,C03,C17,C15,C14,C01,,,,,,,,,,,,,
000303-00-0217,C03,C13,C04,C17,,,,,,,,,,,,,,,,
000303-00-0220,C03,,,,,,,,,,,,,,,,,,,
000303-00-0223,C16,C10,,,,,,,,,,,,,,,,,,
000303-00-0224,C06,C18,C12,C20,,,,,,,,,,,,,,,,
000303-00-0228,C17,C02,C16,C15,C09,C04,C14,C07,C20,C18,C11,C10,,,,,,,,
000303-00-0230,C04,C12,C20,C11,,,,,,,,,,,,,,,,
000303-00-0234,C06,C12,C18,C20,C04,C03,C09,C14,,,,,,,,,,,,
000303-00-0237,C16,C15,C10,C19,C02,C17,C03,C13,C01,C14,C09,,,,,,,,,
000303-00-0239,C04,C16,C18,C20,C10,C01,C02,C11,C17,C19,C13,C15,C08,C03,C05,C07,C14,C12,C06,C09
000303-00-0241,C13,C15,,,,,,,,,,,,,,,,,,
000303-00-0243,C16,C04,,,,,,,,,,,,,,,,,,
000303-00-0247,C16,C04,C08,C15,C10,C02,C12,C18,C20,C06,C05,C19,,,,,,,,
000303-00-0250,C04,C18,C16,C17,C20,C15,C13,C12,C06,C02,C09,C14,,,,,,,,
000303-00-0252,C02,C01,C16,C04,C20,C15,C12,C17,C18,C13,,,,,,,,,,
000303-00-0255,C02,C01,C04,C16,C20,C15,C12,C17,C18,C13,,,,,,,,,,
000303-00-0257,C04,C17,,,,,,,,,,,,,,,,,,
000303-00-0261,C03,C04,C15,C19,C20,C16,C14,,,,,,,,,,,,,
000303-00-0262,C18,C04,C06,C12,C15,C20,C16,C01,,,,,,,,,,,,
000303-00-0266,C06,C01,C20,C16,C12,C11,C17,C19,C04,,,,,,,,,,,
000303-00-0268,C02,overvote,C12,C14,C15,,,,,,,,,,,,,,,
000303-00-0273,C15,C16,C06,C10,C20,C04,,,,,,,,,,,,,,
000303-00-0276,C20,C12,C15,C04,C06,C18,C16,,,,,,,,,,,,,
000303-00-0279,C06,C01,C15,C18,C20,C16,C12,C10,C04,C02,C13,,,,,,,,,
000303-00-0281,C06,C15,C16,C18,C04,,,,,,,,,,,,,,,
000303-00-0284,C05,C15,C17,C19,C20,C13,C06,,,,,,,,,,,,,
000303-00-0287,C15,,,,,,,,,,,,,,,,,,,
000303-00-0291,C15,C16,C18,C20,C04,C06,C10,,,,,,,,,,,,,
000303-00-0292,C03,C04,C16,C14,C13,C18,C09,C10,C12,C02,C01,,,,,,,,,
000303-00-0296,C15,C04,,,,,,,,,,,,,,,,,,
000303-00-0298,C17,C02,C04,C16,,,,,,,,,,,,,,,,
000303-00-0301,C04,C15,C16,C01,C19,C03,C10,C13,,,,,,,,,,,,
000303-00-0306,C04,C16,C15,C01,C19,C13,C10,C03,,,,,,,,,,,,
000303-00-0309,C15,,,,,,,,,,,,,,,,,,,
000303-00-0311,C03,C15,C02,C13,,,,,,,,,,,,,,,,
000303-00-0313,C18,C04,C06,C15,C16,C01,C03,C07,C09,C10,C12,C05,C13,,,,,,,
000303-00-0317,C15,C01,C16,C02,C19,C18,C14,,,,,,,,,,,,,
000303-00-0320,C14,C10,C16,C20,C18,C06,C11,C13,,,,,,,,,,,,
000303-00-0322,C10,C07,C11,C01,,,,,,,,,,,,,,,,
000303-00-0326,C15,C06,C04,C16,,,,,,,,,,,,,,,,
000303-00-0328,C15,,,,,,,,,,,,,,,,,,,
000303-00-0332,C15,C16,C04,C06,C02,,,,,,,,,,,,,,,
000303-00-0335,C15,C18,C10,,,,,,,,,,,,,,,,,
000303-00-0337,C03,C13,C04,,,,,,,,,,,,,,,,,
000303-00-0340,C06,C15,C05,C18,C20,C01,,,,,,,,,,,,,,
000303-00-0343,C03,C15,C06,C04,C13,C12,C16,C18,C20,C02,C05,C07,C08,C09,C10,C11,C14,C19,C01,
000303-00-0346,overvote,,,,,,,,,,,,,,,,,,,
000303-00-0349,C03,C13,C04,C02,C05,C06,C07,C08,C09,C10,C11,C12,C14,C15,C16,C18,C19,C20,C01,
000303-00-0352,C06,C12,C20,,,,,,,,,,,,,,,,,
000303-00-0356,C16,C02,C01,C04,,,,,,,,,,,,,,,,
000303-00-0360,C15,C04,C02,C18,C19,,,,,,,,,,,,,,,
000303-00-0361,C16,C17,C01,C04,,,,,,,,,,,,,,,,
000303-00-0366,C04,C01,C15,C16,C06,C18,,,,,,,,,,,,,,
000303-00-0368,C11,C10,C04,C15,,,,,,,,,,,,,,,,
000303-00-0370,C14,C16,C04,C13,C01,C02,C15,C17,,,,,,,,,,,,
000303-00-0374,C16,C15,C06,C04,C18,C02,C05,C08,C09,C10,C11,C12,C13,C14,C07,C03,C01,C20,C17,C19
000303-00-0376,C01,C06,C18,C20,C12,C10,,,,,,,,,,,,,,
000303-00-0380,C16,C03,C02,C10,C13,C19,C01,,,,,,,,,,,,,
000303-00-0382,C14,C01,C20,C04,C06,C18,C12,C10,,,,,,,,,,,,
000303-00-0385,C15,C16,C10,C06,C18,C20,C05,,,,,,,,,,,,,
000303-00-0387,C03,C13,C12,C11,C09,C10,C14,C15,C16,C18,C19,C04,C05,C06,C07,C08,C20,C01,C02,
000303-00-0391,C15,C16,C18,C20,C02,C10,,,,,,,,,,,,,,
000303-00-0394,C03,C13,C04,,,,,,,,,,,,,,,,,
000303-00-0396,C15,C16,,,,,,,,,,,,,,,,,,
000303-00-0399,C15,C16,,,,,,,,,,,,,,,,,,
000303-00-0402,C18,C06,C20,C02,C12,C04,,,,,,,,,,,,,,
000303-00-0407,C16,C17,C15,C02,C10,,,,,,,,,,,,,,,
000303-00-0408,C03,,,,,,,,,,,,,,,,,,,
000303-00-0411,C18,C20,C12,C03,C02,C04,C13,C16,,,,,,,,,,,,
000303-00-0413,C15,C16,C10,C08,C19,C01,C04,C02,C18,C20,C06,C12,C13,C17,C14,C11,C09,C07,C05,C03
000303-00-0416,C02,C17,C04,,,,,,,,,,,,,,,,,
000303-00-0419,C02,C06,C09,C16,C17,C18,C20,,,,,,,,,,,,,
000303-00-0424,C18,C20,C12,C03,C02,C13,C14,C07,,,,,,,,,,,,
000303-00-0427,C15,C03,C11,C16,C19,C02,C08,C09,C10,C01,C20,C17,C14,C13,C06,C05,C04,,,
000303-00-0428,C19,C04,C16,C15,C14,C03,C01,C13,C02,,,,,,,,,,,
000303-00-0433,C15,C16,C03,C04,C10,C06,,,,,,,,,,,,,,
000303-00-0434,C14,C19,C16,C13,C04,C01,C17,C15,C02,,,,,,,,,,,
000303-00-0438,C15,C04,C06,,,,,,,,,,,,,,,,,
000303-00-0441,C15,C02,C05,C18,C16,overvote,,,,,,,,,,,,,,
000303-00-0444,C16,C15,C02,C06,C12,C13,C20,C19,C03,C17,C11,C08,C09,C07,C14,C10,C18,C05,C01,
000303-00-0446,C17,C19,C12,C16,,,,,,,,,,,,,,,,
000303-00-0448,C03,C13,C01,C17,C02,,,,,,,,,,,,,,,
000303-00-0451,C15,C04,C11,C02,C16,,,,,,,,,,,,,,,
000303-00-0454,C20,C16,C18,,,,,,,,,,,,,,,,,
000303-00-0458,C15,C02,C04,C16,C06,,,,,,,,,,,,,,,
000303-00-0462,C16,C04,C18,,,,,,,,,,,,,,,,,
000303-00-0463,C18,C15,C10,,,,,,,,,,,,,,,,,
000303-00-0466,C15,,,,,,,,,,,,,,,,,,,
000303-00-0470,C17,C19,C01,C03,C05,C06,C07,C09,C11,,,,,,,,,,,
000303-00-0472,C18,C20,C12,C06,,,,,,,,,,,,,,,,
000303-00-0475,C16,C15,C17,C04,C06,C10,C12,,,,,,,,,,,,,
000303-00-0478,C15,C16,C04,C02,C09,C17,C10,,,,,,,,,,,,,
000303-00-0482,overvote,,,,,,,,,,,,,,,,,,,
000303-00-0488,C18,C12,C01,C04,C06,C20,,,,,,,,,,,,,,
000303-00-0489,C03,C04,C07,C09,C13,C12,C10,C06,C14,C15,C16,C18,C20,C19,C01,C02,C05,C17,,
000303-00-0494,C15,C18,C02,C04,C06,,,,,,,,,,,,,,,
000303-00-0495,C04,C16,C15,,,,,,,,,,,,,,,,,
000303-00-0498,C03,C17,C04,C06,C15,C13,,,,,,,,,,,,,,
000303-00-0501,C15,C02,C04,C17,C20,,,,,,,,,,,,,,,
000303-00-0506,C12,C14,C06,C20,C18,C09,C10,C05,,,,,,,,,,,,
000303-00-0507,C15,,,,,,,,,,,,,,,,,,,
000303-00-0510,C04,C15,C14,C16,C18,,,,,,,,,,,,,,,
000303-00-0514,C16,C04,,,,,,,,,,,,,,,,,,
000303-00-0517,C16,C15,C02,C18,C05,,,,,,,,,,,,,,,
000303-00-0520,C02,C13,C10,C01,C19,C16,C04,C06,C12,C15,C18,C20,C08,C03,C05,C07,C09,C11,C14,C17
000303-00-0524,C04,C15,C01,C02,C06,C16,C18,C20,C19,,,,,,,,,,,
000303-00-0525,C18,C06,C12,C20,C04,C16,C13,C07,C02,,,,,,,,,,,
000303-00-0530,,,,,,,,,,,,,,,,,,,,
000303-00-0532,C15,C04,C06,,,,,,,,,,,,,,,,,
000303-00-0535,C16,C13,C15,C02,C04,C06,,,,,,,,,,,,,,
000303-00-0539,C17,C03,C02,C16,C04,C01,C13,C10,C19,,,,,,,,,,,
000303-00-0542,C16,C17,C10,C02,,,,,,,,,,,,,,,,
000303-00-0544,C03,C16,C19,C02,C04,C10,C11,C08,,,,,,,,,,,,
000303-00-0548,C06,C18,C15,C13,C05,,,,,,,,,,,,,,,
000303-00-0551,C04,C14,C16,C02,C01,,,,,,,,,,,,,,,
000303-00-0554,C18,C15,C06,C16,C02,C01,C20,C04,C13,C12,C11,,,,,,,,,
000303-00-0555,C06,C02,C15,C20,,,,,,,,,,,,,,,,
000303-00-0559,C15,C16,C04,C01,,,,,,,,,,,,,,,,
000303-00-0563,C09,C12,C13,C06,C07,,,,,,,,,,,,,,,
000303-00-0566,C20,C18,C06,C12,C10,C14,C01,,,,,,,,,,,,,
000303-00-0569,C03,C04,C13,C10,C19,C11,C01,C05,C17,C08,C07,C14,C09,C02,C20,C12,C16,C15,C18,C06
000303-00-0572,C03,C18,C13,,,,,,,,,,,,,,,,,
000303-00-0573,C15,,,,,,,,,,,,,,,,,,,
000303-00-0576,C18,C20,C02,C04,C06,C12,C13,C15,C16,,,,,,,,,,,
000303-00-0580,C03,,,,,,,,,,,,,,,,,,,
000303-00-0583,C15,C17,C18,C02,C04,C16,,,,,,,,,,,,,,
000303-00-0585,C03,C07,C08,C09,C10,C11,C01,C19,C17,C14,,,,,,,,,,
000303-00-0589,C04,C01,C15,C02,C06,C10,C17,C20,,,,,,,,,,,,
000303-00-0591,C16,,,,,,,,,,,,,,,,,,,
000303-00-0595,C15,C13,C16,C03,C12,C20,C01,C18,C02,,,,,,,,,,,
000303-00-0598,C10,C09,C14,C06,C02,C01,C12,C20,C03,,,,,,,,,,,
000303-00-0599,C12,C18,C06,,,,,,,,,,,,,,,,,
000303-00-0603,C15,C06,C16,C04,C19,,,,,,,,,,,,,,,
000303-00-0606,C17,C09,C12,C16,C02,C04,,,,,,,,,,,,,,
000303-00-0608,C03,C13,C04,,,,,,,,,,,,,,,,,
000303-00-0612,C02,C15,C16,,,,,,,,,,,,,,,,,
000303-00-0616,C04,C16,C15,C17,,,,,,,,,,,,,,,,
000303-00-0619,C18,C04,C14,C15,C20,C13,C12,C02,C06,,,,,,,,,,,
000303-00-0622,C04,C12,overvote,,,,,,,,,,,,,,,,,
000303-00-0624,C15,C16,,,,,,,,,,,,,,,,,,
000303-00-0628,C05,C15,C16,,,,,,,,,,,,,,,,,
000303-00-0630,C06,,,,,,,,,,,,,,,,,,,
000303-00-0634,C15,,,,,,,,,,,,,,,,,,,
000303-00-0637,C15,C16,C04,C02,,,,,,,,,,,,,,,,
000303-00-0640,C04,C02,C13,,,,,,,,,,,,,,,,,
000303-00-0641,C03,C13,C04,,,,,,,,,,,,,,,,,
000303-00-0646,C15,C16,C17,C18,C04,C06,C02,C20,C05,C14,C10,C13,C12,C09,C19,C01,C03,C07,C11,C08
000303-00-0647,C03,C15,C17,C06,C18,C13,,,,,,,,,,,,,,
000303-00-0651,C10,,,,,,,,,,,,,,,,,,,
000303-00-0653,C03,C13,C04,C09,C10,C11,C12,C14,C15,C16,C18,C19,C20,C01,C02,C05,C06,C07,C08,
000303-00-0656,C04,C06,C02,,,,,,,,,,,,,,,,,
000303-00-0659,C03,C13,C04,,,,,,,,,,,,,,,,,
000303-00-0663,C03,C13,C04,C06,C18,C12,C09,C11,C10,C08,C20,C02,C05,C07,C01,C19,C16,C15,C14,C17
000303-00-0666,C03,C13,C04,,,,,,,,,,,,,,,,,
000303-00-0668,C03,C02,C01,C20,C19,C18,C16,C15,C14,C13,C12,C11,C10,C09,C08,C07,C06,C05,C04,C17
000303-00-0671,C18,C12,C13,C02,C04,C20,C16,C15,C06,C14,,,,,,,,,,
000303-00-0676,C16,C17,C09,C04,C15,C01,C02,C11,C20,C18,C13,C06,,,,,,,,
000303-00-0677,C15,C18,C19,C17,C02,,,,,,,,,,,,,,,
000303-00-0680,C16,C04,C20,C12,C06,C02,C17,C13,C15,,,,,,,,,,,
000303-00-0684,C16,C04,C06,C03,C15,C02,C19,,,,,,,,,,,,,
000303-00-0687,C03,,,,,,,,,,,,,,,,,,,
000303-00-0691,C15,C16,C06,C11,C04,C02,C13,C20,C18,,,,,,,,,,,
000303-00-0694,C15,,,,,,,,,,,,,,,,,,,
000303-00-0697,C15,C18,C16,C04,C06,,,,,,,,,,,,,,,
000303-00-0700,C03,C13,C04,,,,,,,,,,,,,,,,,
000303-00-0702,C17,C15,C19,C01,C10,,,,,,,,,,,,,,,
000303-00-0704,C15,C04,C10,,,,,,,,,,,,,,,,,
000303-00-0708,C15,C16,,,,,,,,,,,,,,,,,,
000303-00-0711,C03,C20,C10,C02,C04,,,,,,,,,,,,,,,
000303-00-0713,C10,C17,C19,,,,,,,,,,,,,,,,,
000303-00-0717,C18,C16,C12,C04,C06,C01,C13,,,,,,,,,,,,,
000303-00-0720,C03,C04,C13,,,,,,,,,,,,,,,,,
000303-00-0722,C16,C15,C13,C20,C02,C04,C18,C12,C06,C17,,,,,,,,,,
000303-00-0726,C20,,,,,,,,,,,,,,,,,,,
000303-00-0729,C03,,,,,,,,,,,,,,,,,,,
000303-00-0731,C02,C16,C04,,,,,,,,,,,,,,,,,
000303-00-0736,C03,C13,C04,,,,,,,,,,,,,,,,,
000303-00-0738,C18,C15,C16,,,,,,,,,,,,,,,,,
000303-00-0741,C03,C13,C04,,,,,,,,,,,,,,,,,
000303-00-0743,C10,C03,C06,C12,C20,C18,,,,,,,,,,,,,,
000303-00-0747,C03,C19,C10,C01,,,,,,,,,,,,,,,,
000303-00-0751,C16,C13,C02,C04,C15,C14,,,,,,,,,,,,,,
000303-00-0754,C06,C16,C15,C18,C20,C02,C10,C11,C12,C13,C07,C14,C17,C19,C01,C03,C04,C08,C05,C09
