ID,1st Choice,2nd Choice,3rd Choice,4th Choice,5th Choice,6th Choice,7th Choice,8th Choice,9th Choice,10th Choice,11th Choice,12th Choice,13th Choice,14th Choice,15th Choice,16th Choice
000701-00-0860,C03,C02,,,,,,,,,,,,,,
000701-00-0936,C03,C02,C01,C11,C09,C13,C14,,,,,,,,,
001002-00-0492,C03,C15,C02,C06,C14,C09,C12,C01,C11,,,,,,,
001002-00-0636,C03,C04,C06,C15,C02,C16,C07,,,,,,,,,
001002-00-0909,C03,C02,C01,C15,C05,C06,C09,C11,C13,C12,,,,,,
001002-00-1229,C03,C02,C01,,,,,,,,,,,,,
000602-00-0447,C03,C06,C07,C02,,,,,,,,,,,,
000901-00-0524,C03,C06,C02,C08,C15,C01,C11,,,,,,,,,
000901-00-1241,C03,C02,C05,C06,C01,C09,C07,C10,C12,C13,C14,C15,C16,C08,C11,
000901-00-1326,C03,C02,C01,C05,C13,C12,C15,C06,C11,,,,,,,
000401-00-0606,C01,C03,C02,C09,,,,,,,,,,,,
000901-00-0639,C01,C03,C15,C11,C02,C16,,,,,,,,,,
000503-00-0262,C01,C03,C02,C13,,,,,,,,,,,,
001102-00-1231,C08,C03,C02,,,,,,,,,,,,,
001001-00-0952,C04,C03,C15,C07,C02,C09,,,,,,,,,,
000402-00-0430,C04,C03,C02,C01,C09,C06,C07,C08,C15,,,,,,,
000602-00-0694,C04,C01,C03,C02,C13,C15,C09,,,,,,,,,
000503-00-0028,C16,C01,C02,C04,C09,C06,C13,C12,C10,,,,,,,
000503-00-0162,C16,C02,C13,,,,,,,,,,,,,
000503-00-0186,C16,C01,C02,,,,,,,,,,,,,
000503-00-0209,C16,C01,C02,C13,,,,,,,,,,,,
000503-00-0265,C16,C01,C02,C13,C07,C12,,,,,,,,,,
000503-00-0297,C16,C01,C02,C12,C13,,,,,,,,,,,
000503-00-0569,C16,C11,C02,,,,,,,,,,,,,
000503-00-0650,C16,C02,C13,,,,,,,,,,,,,
000503-00-0688,C16,C01,C02,C07,C11,C13,,,,,,,,,,
000503-00-0764,C16,C02,C01,C09,C13,C11,,,,,,,,,,
000503-00-0788,C16,C02,C01,C09,C13,C11,,,,,,,,,,
000503-00-0870,C16,C02,C01,C13,C09,C06,C12,C10,C07,C04,C08,C11,C05,C03,C15,C14
000503-00-1056,C16,C02,C13,C11,,,,,,,,,,,,
000503-00-1103,C16,C11,C07,C01,C02,C13,C03,C14,C15,,,,,,,
000502-00-0037,C16,C02,C01,C09,C12,C13,C05,C03,C06,,,,,,,
000502-00-0172,C16,C02,C01,C13,C12,C11,C07,C06,C04,,,,,,,
000502-00-0178,C16,C02,C01,C13,C12,C09,C06,C15,C07,,,,,,,
000502-00-0227,C16,C02,C03,,,,,,,,,,,,,
000502-00-0232,C16,C02,C05,C08,C13,C15,C09,C06,C04,C01,C03,C07,C10,C11,C12,C14
000502-00-0378,C16,C02,C11,C09,C12,,,,,,,,,,,
000502-00-0412,C16,C02,C07,C11,C15,,,,,,,,,,,
000502-00-0598,C16,C02,C01,C13,,,,,,,,,,,,
000502-00-0957,C16,C02,C11,C13,C01,C12,,,,,,,,,,
000502-00-0982,C16,C02,C11,C13,C03,C06,C01,C14,C15,C09,C05,C04,C10,C12,C07,C08
000502-00-1061,C16,C02,C05,C10,,,,,,,,,,,,
000802-00-0701,C16,C06,C01,C02,C05,C13,C09,C11,C12,,,,,,,
000802-00-0822,C16,C01,C02,C03,C12,C13,C14,C15,C11,C10,C07,C08,,,,
000302-00-0016,C16,C02,C13,C05,C04,C12,C09,C01,C11,,,,,,,
000302-00-0120,C16,C01,C02,C04,C05,C07,C09,C12,C13,,,,,,,
000302-00-0214,C16,C02,C13,C05,C04,C12,C09,C01,,,,,,,,
000302-00-0666,C16,C07,C03,C02,C01,C13,C10,C08,C04,C06,,,,,,
001003-00-0418,C16,C11,C02,C10,C15,C01,C07,,,,,,,,,
001001-00-0389,C16,C01,C02,C08,,,,,,,,,,,,
001001-00-0409,C16,C01,C02,C05,,,,,,,,,,,,
000903-00-0172,C16,C02,C01,C11,,,,,,,,,,,,
000903-00-1020,C16,C03,C06,C02,C15,,,,,,,,,,,
000903-00-1052,C16,C02,C01,C14,C09,,,,,,,,,,,
000303-00-0056,C16,C02,C09,C13,C11,C01,,,,,,,,,,
000303-00-0250,C16,C02,C13,C01,,,,,,,,,,,,
000303-00-0284,C16,C02,C07,C14,C13,C11,C10,,,,,,,,,
000201-00-0042,C16,C02,C13,,,,,,,,,,,,,
000201-00-0200,C16,C02,,,,,,,,,,,,,,
000201-00-0698,C16,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C15
000601-00-0021,C16,C01,C02,C09,C11,C13,C15,C05,C06,,,,,,,
000601-00-0026,C16,C01,C02,,,,,,,,,,,,,
000601-00-0467,C16,C01,C02,C03,C12,,,,,,,,,,,
000601-00-0633,C16,C01,C02,C13,C11,,,,,,,,,,,
000902-00-0060,C16,C01,C02,C11,,,,,,,,,,,,
000902-00-0681,C16,C02,C03,C06,C08,C10,C12,C13,C15,,,,,,,
000902-00-0917,C16,C02,,,,,,,,,,,,,,
000902-00-1204,C16,C01,C02,C13,,,,,,,,,,,,
000902-00-1365,C16,C01,C02,C09,C06,C13,,,,,,,,,,
000902-00-1371,C16,C01,C02,C12,,,,,,,,,,,,
000801-00-0121,C16,C02,C01,C13,C05,C11,,,,,,,,,,
000501-00-0212,C16,C11,C02,C05,,,,,,,,,,,,
000501-00-0214,C16,C11,C02,C05,C13,,,,,,,,,,,
000501-00-0609,C16,C01,C02,C11,C03,,,,,,,,,,,
001103-00-0543,C16,C15,C01,C02,C03,C05,,,,,,,,,,
001103-00-0980,C16,C02,C03,,,,,,,,,,,,,
001103-00-1097,C16,C01,C02,C05,C11,,,,,,,,,,,
001103-00-1133,C16,C02,C08,,,,,,,,,,,,,
001101-00-0071,C16,C01,C02,C03,C04,C05,C08,,,,,,,,,
000402-00-0587,C16,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C15
000402-00-0678,C16,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C15
000401-00-0249,C16,C07,C03,C01,C02,C14,C13,C11,C09,C08,C15,C06,C05,C04,C12,C10
000401-00-0691,C16,C02,C04,C01,C13,C05,C09,C12,,,,,,,,
000401-00-0728,C16,C03,C02,C07,C13,C14,C15,C01,C05,C06,C11,C10,C09,C08,C04,C12
000102-00-0471,C16,C02,C15,,,,,,,,,,,,,
000403-00-0128,C16,C07,C02,,,,,,,,,,,,,
000702-00-0007,C16,C01,C02,,,,,,,,,,,,,
000702-00-0074,C16,C01,C03,C15,C11,C02,C04,C05,C14,C13,C10,C08,C09,C07,C12,C06
000702-00-0265,C16,C03,C01,C02,C06,C15,C09,C05,,,,,,,,
000603-00-0039,C16,C02,C01,C12,C05,C13,C09,C06,C07,,,,,,,
000603-00-0105,C16,C02,C13,C05,C04,C12,C09,C01,,,,,,,,
000603-00-0131,C16,C01,C02,C15,C13,C12,C04,C05,C09,,,,,,,
000603-00-0155,C16,C02,C13,C05,C04,C12,C09,C01,,,,,,,,
000603-00-0181,C16,C01,C02,C09,C15,C04,,,,,,,,,,
000603-00-0470,C16,C02,C09,C13,C01,C12,C11,,,,,,,,,
000603-00-0472,C16,C02,C09,C13,C01,C12,C11,,,,,,,,,
000603-00-0558,C16,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C15,
001102-00-0108,C16,C01,C02,C09,C12,C13,,,,,,,,,,
001102-00-0256,C16,C02,C12,C05,C09,,,,,,,,,,,
001102-00-0806,C16,C02,C05,C09,C12,C11,C01,,,,,,,,,
001102-00-0819,C16,C02,C08,C05,C12,C11,C01,C13,,,,,,,,
000503-00-0005,C05,C04,C16,C13,C06,C07,C08,C10,C12,,,,,,,
000503-00-0047,C05,C09,C07,C12,C16,C13,,,,,,,,,,
000503-00-0061,C05,C10,C02,C07,,,,,,,,,,,,
000503-00-0078,C05,C01,C02,,,,,,,,,,,,,
000503-00-0083,C05,C06,C01,C04,C02,,,,,,,,,,,
000503-00-0133,C05,C01,C12,C13,C09,C11,,,,,,,,,,
000503-00-0196,C05,C01,C11,C02,,,,,,,,,,,,
000503-00-0232,C05,C12,C02,,,,,,,,,,,,,
000503-00-0234,C05,C14,C03,C07,,,,,,,,,,,,
000503-00-0322,C05,C14,C15,C03,C01,,,,,,,,,,,
000503-00-0325,C05,C03,,,,,,,,,,,,,,
000503-00-0346,C05,C09,C07,C12,C16,C13,,,,,,,,,,
000503-00-0373,C05,C15,,,,,,,,,,,,,,
000503-00-0375,C05,C12,C13,C15,,,,,,,,,,,,
000503-00-0444,C05,C01,C03,C13,C11,C10,C06,,,,,,,,,
000503-00-0476,C05,C01,C16,C13,C03,,,,,,,,,,,
000503-00-0482,C05,C02,C11,C16,C09,C01,C13,,,,,,,,,
000503-00-0568,C05,C01,C16,C13,,,,,,,,,,,,
000503-00-0577,C05,C01,C09,C06,C12,C13,,,,,,,,,,
000503-00-0608,C05,C09,C14,,,,,,,,,,,,,
000503-00-0612,C05,C16,C06,C12,,,,,,,,,,,,
000503-00-0628,C05,C16,C02,C09,C13,C12,C01,,,,,,,,,
000503-00-0666,C05,C12,C15,,,,,,,,,,,,,
000503-00-0680,C05,C01,C14,,,,,,,,,,,,,
000503-00-0694,C05,C02,C12,C13,C16,C09,C01,,,,,,,,,
000503-00-0781,C05,C12,C10,C04,C16,C06,C07,,,,,,,,,
000503-00-0792,C05,C16,C15,C06,C09,C01,C02,C11,C13,C04,C14,C12,C10,C07,C03,
000503-00-0808,C05,C16,C15,C06,C09,C01,C02,C11,C13,,,,,,,
000503-00-0833,C05,,,,,,,,,,,,,,,
000503-00-0905,C05,C12,C04,C10,C13,C14,C16,C02,,,,,,,,
000503-00-0908,C05,C02,C16,,,,,,,,,,,,,
000503-00-1014,C05,C12,C15,,,,,,,,,,,,,
000503-00-1019,C05,C02,C12,,,,,,,,,,,,,
000503-00-1040,C05,C01,C13,C02,C11,,,,,,,,,,,
000503-00-1079,C05,C12,C02,,,,,,,,,,,,,
000503-00-1083,C05,C01,C13,C16,C04,C12,C09,C11,,,,,,,,
000503-00-1090,C05,C12,C02,,,,,,,,,,,,,
000203-00-0044,C05,,,,,,,,,,,,,,,
000502-00-0089,C05,C16,C07,C08,C10,C04,C14,C12,C13,C15,C01,C02,C06,C03,C09,C11
000502-00-0120,C05,C11,C07,C10,,,,,,,,,,,,
000502-00-0123,C05,C10,,,,,,,,,,,,,,
000502-00-0137,C05,C12,C06,C09,C01,C02,C04,C13,C15,C16,C14,,,,,
000502-00-0152,C05,C01,,,,,,,,,,,,,,
000502-00-0156,C05,C07,C13,,,,,,,,,,,,,
000502-00-0159,C05,C07,,,,,,,,,,,,,,
000502-00-0182,C05,C16,C01,C13,C09,,,,,,,,,,,
000502-00-0188,C05,C16,C13,C01,,,,,,,,,,,,
000502-00-0220,C05,C13,C09,,,,,,,,,,,,,
000502-00-0224,C05,C01,,,,,,,,,,,,,,
000502-00-0257,C05,C10,,,,,,,,,,,,,,
000502-00-0282,C05,C12,C16,C13,C07,,,,,,,,,,,
000502-00-0318,C05,,,,,,,,,,,,,,,
000502-00-0320,C05,,,,,,,,,,,,,,,
000502-00-0331,C05,C13,C12,,,,,,,,,,,,,
000502-00-0342,C05,,,,,,,,,,,,,,,
000502-00-0347,C05,C01,C16,C14,C09,C06,C04,C07,C08,C10,,,,,,
000502-00-0368,C05,C15,C06,C12,,,,,,,,,,,,
000502-00-0389,C05,C01,C13,C09,C16,C12,C02,C11,,,,,,,,
000502-00-0518,C05,C01,C09,C12,C13,,,,,,,,,,,
000502-00-0546,C05,C16,C01,C02,C13,C06,C09,C12,C04,,,,,,,
000502-00-0548,C05,C02,C01,C16,C13,C12,C09,C06,,,,,,,,
000502-00-0561,C05,C09,C02,,,,,,,,,,,,,
000502-00-0562,C05,C01,C10,C02,,,,,,,,,,,,
000502-00-0623,C05,C01,C12,C13,,,,,,,,,,,,
000502-00-0643,C05,C02,C12,C09,C04,C06,C07,C16,,,,,,,,
000502-00-0680,C05,C13,C01,,,,,,,,,,,,,
000502-00-0682,C05,C02,C09,C01,C12,C06,,,,,,,,,,
000502-00-0685,C05,C13,C01,,,,,,,,,,,,,
000502-00-0714,C05,C13,C01,,,,,,,,,,,,,
000502-00-0790,C05,C12,C01,,,,,,,,,,,,,
000502-00-0793,C05,C12,C13,C01,,,,,,,,,,,,
000502-00-0883,C05,C01,C11,,,,,,,,,,,,,
000502-00-0884,C05,C12,C01,,,,,,,,,,,,,
000502-00-0887,C05,C12,C01,C06,C16,C02,C07,C09,C13,C03,C11,C15,C10,C14,,
000502-00-0891,C05,C13,C12,,,,,,,,,,,,,
000502-00-0924,C05,C02,C13,C16,C09,C07,,,,,,,,,,
000502-00-0927,C05,C02,C01,C13,C15,,,,,,,,,,,
000502-00-0936,C05,C07,C13,C02,C01,C09,C15,C06,,,,,,,,
000502-00-1009,C05,C02,C13,C11,C04,,,,,,,,,,,
000502-00-1017,C05,C02,C11,C13,C01,C03,C09,C15,,,,,,,,
000502-00-1024,C05,C01,C13,,,,,,,,,,,,,
000502-00-1046,C05,C01,C02,C13,C10,,,,,,,,,,,
000502-00-1059,C05,C16,C12,,,,,,,,,,,,,
000502-00-1085,C05,C04,C01,C12,,,,,,,,,,,,
000502-00-1114,C05,C01,C02,C13,C10,,,,,,,,,,,
000802-00-0040,C05,C09,C06,C12,,,,,,,,,,,,
000802-00-0060,C05,C12,C09,C06,C01,,,,,,,,,,,
000802-00-0074,C05,C13,C01,C16,C09,,,,,,,,,,,
000802-00-0076,C05,C01,C09,,,,,,,,,,,,,
000802-00-0090,C05,C09,C07,C06,C16,C01,C02,C13,C11,,,,,,,
000802-00-0091,C05,C07,C09,C06,C12,C13,C16,C01,C02,,,,,,,
000802-00-0168,C05,C01,C12,C02,,,,,,,,,,,,
000802-00-0182,C05,C13,C09,C16,C02,C01,,,,,,,,,,
000802-00-0183,C05,C02,C01,C12,C04,C09,C16,C13,,,,,,,,
000802-00-0190,C05,C13,C16,C11,C10,C02,C09,C01,,,,,,,,
000802-00-0224,C05,C01,C13,C10,C15,C11,,,,,,,,,,
000802-00-0240,C05,C09,C01,C02,C13,,,,,,,,,,,
000802-00-0242,C05,C09,C01,C02,C13,C03,,,,,,,,,,
000802-00-0292,C05,C13,C11,C02,C01,C15,C16,C03,C10,C14,C07,,,,,
000802-00-0357,C05,C07,C16,,,,,,,,,,,,,
000802-00-0390,C05,C12,C04,C16,C01,C13,,,,,,,,,,
000802-00-0447,C05,C01,C11,C10,C16,,,,,,,,,,,
000802-00-0464,C05,C01,C16,C13,C02,,,,,,,,,,,
000802-00-0545,C05,C01,C09,C10,C11,,,,,,,,,,,
000802-00-0564,C05,C09,C13,C16,C14,C04,C07,C08,C10,,,,,,,
000802-00-0636,C05,,,,,,,,,,,,,,,
000802-00-0710,C05,C03,C09,C11,C01,C08,C15,C13,C06,C04,C02,C07,C12,,,
000802-00-0733,C05,C09,C13,,,,,,,,,,,,,
000802-00-0734,C05,,,,,,,,,,,,,,,
000802-00-0783,C05,C16,C12,C06,,,,,,,,,,,,
000802-00-0790,C05,C12,C01,C16,C07,C13,C04,C06,C15,,,,,,,
000802-00-0803,C05,C09,C12,C07,C15,,,,,,,,,,,
000101-00-0012,C05,C10,C16,,,,,,,,,,,,,
000101-00-0040,C05,C13,,,,,,,,,,,,,,
000101-00-0046,C05,C09,,,,,,,,,,,,,,
000101-00-0050,C05,C09,C01,C10,,,,,,,,,,,,
000101-00-0051,C05,C10,,,,,,,,,,,,,,
000101-00-0054,C05,C16,C01,C04,,,,,,,,,,,,
000101-00-0074,C05,C16,C06,C07,C09,C01,C13,C12,,,,,,,,
000101-00-0076,C05,C16,C07,C06,C09,C12,C10,C14,C01,,,,,,,
000101-00-0080,C05,C16,C12,,,,,,,,,,,,,
000101-00-0090,C05,C09,C02,C12,C01,C15,,,,,,,,,,
000101-00-0109,C05,C12,C09,C13,,,,,,,,,,,,
000101-00-0120,C05,C15,,,,,,,,,,,,,,
000101-00-0173,C05,,,,,,,,,,,,,,,
000101-00-0198,C05,C02,C01,C16,C15,C13,C12,C06,,,,,,,,
000101-00-0219,C05,C01,,,,,,,,,,,,,,
000101-00-0273,C05,C16,C10,C12,C13,C09,C07,C06,C08,C11,C14,C15,C01,C03,C04,C02
000101-00-0295,C05,C15,,,,,,,,,,,,,,
000101-00-0374,C05,C15,C13,C14,C16,C06,C11,C02,,,,,,,,
000101-00-0412,C05,C15,C09,C13,C16,C02,,,,,,,,,,
000101-00-0414,C05,C06,C10,C01,C03,C13,C11,C02,C04,C16,C15,C14,C12,C09,C08,C07
000101-00-0483,C05,C16,C12,C01,C13,C06,C09,C04,,,,,,,,
000101-00-0502,C05,C15,C01,C13,C09,,,,,,,,,,,
000101-00-0533,C05,C06,C12,C16,C09,C01,C13,,,,,,,,,
000101-00-0543,C05,C16,C10,C07,C12,C13,C04,C15,C01,C11,C09,C06,C08,C14,C02,
000101-00-0584,C05,C07,,,,,,,,,,,,,,
000101-00-0586,C05,C07,C16,,,,,,,,,,,,,
000101-00-0714,C05,,,,,,,,,,,,,,,
000101-00-0741,C05,C15,,,,,,,,,,,,,,
000703-00-0019,C05,C12,C02,C01,C09,C15,,,,,,,,,,
000703-00-0026,C05,C12,C01,,,,,,,,,,,,,
000703-00-0028,C05,C12,C07,,,,,,,,,,,,,
000703-00-0042,C05,C04,C12,C01,C16,,,,,,,,,,,
000703-00-0058,C05,C12,C10,C16,C13,C15,C04,,,,,,,,,
000703-00-0095,C05,,,,,,,,,,,,,,,
000302-00-0126,C05,C01,C13,C02,C06,C11,C09,C07,C12,C10,C03,C04,,,,
000302-00-0231,C05,C06,C15,C01,,,,,,,,,,,,
000302-00-0263,C05,C01,C13,C16,C02,C12,C09,,,,,,,,,
000302-00-0273,C05,C13,C16,,,,,,,,,,,,,
000302-00-0296,C05,,,,,,,,,,,,,,,
000302-00-0316,C05,C10,C08,C07,C16,C04,C12,,,,,,,,,
000302-00-0486,C05,C01,C02,C04,C16,C12,C10,C09,C08,C07,C06,C11,C13,C14,C15,C03
000302-00-0586,C05,C01,,,,,,,,,,,,,,
000302-00-0681,C05,C13,C16,C04,C12,C01,C07,C08,C10,C15,,,,,,
001003-00-0046,C05,C16,C09,,,,,,,,,,,,,
001003-00-0072,C05,C16,C13,C12,C11,C08,,,,,,,,,,
001003-00-0082,C05,C12,C09,C02,C01,C13,,,,,,,,,,
001003-00-0085,C05,C12,C02,C09,C13,C01,C06,C11,,,,,,,,
001003-00-0108,C05,C10,C04,,,,,,,,,,,,,
001003-00-0117,C05,C12,C16,C02,C01,C13,C09,C06,,,,,,,,
001003-00-0120,C05,C16,,,,,,,,,,,,,,
001003-00-0132,C05,C14,C03,,,,,,,,,,,,,
001003-00-0145,C05,C02,C09,C04,C01,C12,C16,C15,C11,,,,,,,
001003-00-0157,C05,C09,C02,C11,C01,,,,,,,,,,,
001003-00-0166,C05,C09,C02,,,,,,,,,,,,,
001003-00-0170,C05,C09,C02,,,,,,,,,,,,,
001003-00-0192,C05,C08,,,,,,,,,,,,,,
001003-00-0206,C05,C16,C09,C10,C14,C07,,,,,,,,,,
001003-00-0319,C05,C16,C09,C12,C13,,,,,,,,,,,
001003-00-0331,C05,C06,C03,C02,,,,,,,,,,,,
001003-00-0339,C05,C06,C02,,,,,,,,,,,,,
001003-00-0348,C05,C12,C16,C13,C02,,,,,,,,,,,
001003-00-0355,C05,C03,C06,C07,C08,C09,C10,,,,,,,,,
001003-00-0362,C05,C09,C02,C01,C03,,,,,,,,,,,
001003-00-0468,C05,,,,,,,,,,,,,,,
001003-00-0500,C05,C06,C11,C01,C02,,,,,,,,,,,
001003-00-0539,C05,C01,C13,C02,,,,,,,,,,,,
001003-00-0569,C05,C01,C13,C06,C09,C11,C12,C15,C16,C04,C10,C07,C08,C14,C02,
001003-00-0575,C05,C01,C13,C06,C09,C11,C12,C15,C16,C04,C10,C07,C08,C14,C02,
001003-00-0581,C05,C12,C01,C09,C04,,,,,,,,,,,
001003-00-0584,C05,C12,C09,C13,C01,,,,,,,,,,,
001003-00-0592,C05,,,,,,,,,,,,,,,
001003-00-0599,C05,,,,,,,,,,,,,,,
001003-00-0603,C05,C09,,,,,,,,,,,,,,
001003-00-0642,C05,C06,C10,C13,C11,C16,C04,C12,C01,,,,,,,
001003-00-0671,C05,C14,,,,,,,,,,,,,,
001003-00-0699,C05,C07,C08,,,,,,,,,,,,,
001003-00-0714,C05,C12,C16,C01,C04,C13,C02,C06,C07,C09,,,,,,
001003-00-0741,C05,C07,C06,C09,C13,C11,C16,C14,C03,C15,C10,C04,C08,C01,C02,C12
001003-00-0757,C05,,,,,,,,,,,,,,,
001003-00-0769,C05,C09,C13,C11,C03,C02,C01,C15,,,,,,,,
001003-00-0796,C05,C02,C11,C09,C03,C14,C16,C12,C07,C04,C06,C15,C01,C13,C10,C08
001001-00-0025,C05,C02,C01,C14,C06,C11,,,,,,,,,,
001001-00-0045,C05,C01,C09,C02,C04,C06,C14,C13,C08,C11,C16,C12,,,,
001001-00-0047,C05,C16,C02,,,,,,,,,,,,,
001001-00-0056,C05,C01,C09,C13,C02,C15,C06,C14,,,,,,,,
001001-00-0064,C05,C16,,,,,,,,,,,,,,
001001-00-0078,C05,C11,C01,C03,C08,,,,,,,,,,,
001001-00-0082,C05,C06,,,,,,,,,,,,,,
001001-00-0085,C05,C02,C01,C11,C13,C12,C06,C03,C15,,,,,,,
001001-00-0086,C05,C09,C12,C01,C06,C13,C11,C15,C16,C04,C07,,,,,
001001-00-0114,C05,C12,C09,C06,,,,,,,,,,,,
001001-00-0119,C05,C01,C12,C02,,,,,,,,,,,,
001001-00-0121,C05,C12,C01,C04,C06,C13,C09,C07,C02,C16,,,,,,
001001-00-0122,C05,C12,,,,,,,,,,,,,,
001001-00-0129,C05,C12,C15,C09,C04,C02,C14,,,,,,,,,
001001-00-0136,C05,C09,C01,C13,C16,C12,C04,,,,,,,,,
001001-00-0139,C05,C12,C01,C13,,,,,,,,,,,,
001001-00-0153,C05,C16,C13,C02,C09,C01,,,,,,,,,,
001001-00-0156,C05,C13,C01,C16,C10,C12,C02,C09,,,,,,,,
001001-00-0182,C05,C12,C13,,,,,,,,,,,,,
001001-00-0183,C05,C12,C13,,,,,,,,,,,,,
001001-00-0189,C05,C13,C12,C01,,,,,,,,,,,,
001001-00-0191,C05,C09,C12,C06,C14,C01,,,,,,,,,,
001001-00-0193,C05,C02,C01,C11,C12,C13,C15,C09,,,,,,,,
001001-00-0195,C05,C09,C01,C13,,,,,,,,,,,,
001001-00-0216,C05,C06,,,,,,,,,,,,,,
001001-00-0222,C05,C11,C09,C02,C01,C15,C12,C13,C16,C14,,,,,,
001001-00-0223,C05,C09,C01,C02,C06,C15,C13,C11,,,,,,,,
001001-00-0246,C05,C01,C03,C15,,,,,,,,,,,,
001001-00-0256,C05,C12,C06,,,,,,,,,,,,,
001001-00-0272,C05,,,,,,,,,,,,,,,
001001-00-0278,C05,C16,,,,,,,,,,,,,,
001001-00-0302,C05,C08,C14,C15,,,,,,,,,,,,
001001-00-0309,C05,C02,C01,C13,C09,C06,C14,C12,,,,,,,,
001001-00-0331,C05,C01,C11,C12,C09,C02,C15,,,,,,,,,
001001-00-0338,C05,C09,,,,,,,,,,,,,,
001001-00-0345,C05,C01,C09,C12,C16,C13,C11,C15,,,,,,,,
001001-00-0355,C05,C12,C01,C10,,,,,,,,,,,,
001001-00-0357,C05,C09,C01,C06,C12,C16,,,,,,,,,,
001001-00-0360,C05,C09,C13,C01,C02,C06,C03,,,,,,,,,
001001-00-0362,C05,C07,C01,C13,,,,,,,,,,,,
001001-00-0367,C05,C12,C02,C09,C06,C13,C07,C01,C10,,,,,,,
001001-00-0368,C05,C01,C02,C06,C04,C13,C09,,,,,,,,,
001001-00-0376,C05,C02,C01,C13,,,,,,,,,,,,
001001-00-0379,C05,C09,C01,C06,C16,,,,,,,,,,,
001001-00-0393,C05,C09,C06,C16,,,,,,,,,,,,
001001-00-0402,C05,C11,C07,C02,C01,,,,,,,,,,,
001001-00-0435,C05,C06,C03,C13,,,,,,,,,,,,
001001-00-0438,C05,C09,C12,C16,C13,C02,C07,C03,C15,C14,,,,,,
001001-00-0460,C05,C13,C09,C12,C16,,,,,,,,,,,
001001-00-0477,C05,,,,,,,,,,,,,,,
001001-00-0502,C05,C12,C01,C02,,,,,,,,,,,,
001001-00-0510,C05,C01,C12,C09,C04,,,,,,,,,,,
001001-00-0516,C05,C01,C06,C12,C09,C16,C13,C04,C10,C14,,,,,,
001001-00-0519,C05,C15,C02,C01,C13,,,,,,,,,,,
001001-00-0530,C05,C09,C15,C03,C12,C11,C01,,,,,,,,,
001001-00-0532,C05,C01,C13,C02,,,,,,,,,,,,
001001-00-0539,C05,C09,C14,C15,C04,C06,C10,C11,C12,C13,C16,C01,C03,C02,C08,C07
001001-00-0541,C05,C09,C13,C04,C06,C16,C01,C14,C15,,,,,,,
001001-00-0546,C05,C02,,,,,,,,,,,,,,
001001-00-0551,C05,C01,C02,,,,,,,,,,,,,
001001-00-0553,C05,C15,C09,,,,,,,,,,,,,
001001-00-0567,C05,C11,C16,C12,C06,C09,C13,C15,C02,,,,,,,
001001-00-0583,C05,C14,C06,C15,C07,,,,,,,,,,,
001001-00-0593,C05,C01,C06,C09,C12,,,,,,,,,,,
001001-00-0601,C05,C11,C02,,,,,,,,,,,,,
001001-00-0605,C05,C02,C09,C13,,,,,,,,,,,,
001001-00-0624,C05,,,,,,,,,,,,,,,
001001-00-0652,C05,C02,,,,,,,,,,,,,,
001001-00-0712,C05,C02,C09,,,,,,,,,,,,,
001001-00-0714,C05,C02,C01,C06,C07,C09,C10,C11,C12,,,,,,,
001001-00-0724,C05,C01,C02,C09,C12,C15,C06,C13,C11,C14,,,,,,
001001-00-0731,C05,,,,,,,,,,,,,,,
001001-00-0800,C05,C09,C13,C01,C06,C15,C10,C07,C12,,,,,,,
001001-00-0839,C05,C02,C11,C12,C13,C01,C03,C09,C06,,,,,,,
001001-00-0844,C05,,,,,,,,,,,,,,,
001001-00-0846,C05,,,,,,,,,,,,,,,
001001-00-0866,C05,C09,C02,C01,C13,C12,C11,C14,C15,C16,C03,C04,C06,C07,C10,C08
001001-00-0873,C05,C01,C13,C16,C12,C09,C07,C15,,,,,,,,
001001-00-0876,C05,C13,C16,C06,C09,,,,,,,,,,,
001001-00-0879,C05,C09,,,,,,,,,,,,,,
001001-00-0899,C05,,,,,,,,,,,,,,,
001001-00-0910,C05,,,,,,,,,,,,,,,
001001-00-0914,C05,C09,C13,C02,C06,C01,C15,C14,C16,,,,,,,
001001-00-0938,C05,C12,C09,C13,C06,C01,C02,C03,,,,,,,,
001001-00-0939,C05,C12,C01,,,,,,,,,,,,,
001001-00-0950,C05,C02,C15,C11,C08,C04,C03,C09,,,,,,,,
001001-00-0953,C05,,,,,,,,,,,,,,,
001001-00-0997,C05,C06,C09,C01,C15,C02,C12,C13,,,,,,,,
001001-00-1005,C05,C02,C04,C12,C16,C13,C09,C01,,,,,,,,
001001-00-1008,C05,C02,C04,C12,C16,C13,C09,C01,,,,,,,,
001001-00-1018,C05,C02,C10,C07,,,,,,,,,,,,
001001-00-1026,C05,C11,C02,C09,C01,C03,C13,,,,,,,,,
001001-00-1028,C05,C13,C15,C08,C09,C04,C03,C14,C11,C12,C02,,,,,
001001-00-1041,C05,C11,C03,C02,C16,C15,C14,C06,C07,C09,C10,C01,C08,,,
001001-00-1043,C05,,,,,,,,,,,,,,,
001001-00-1046,C05,C12,C16,C04,C13,C02,C01,C09,,,,,,,,
